Item,Source,FieldID,BinaryID,RoiID,ObjID,ND.T,ND.M,ND.Z,Class,Area,EqDiameter,Length,Width,MaxFeret,MinFeret,MaxFeret90,Circularity,MeanIntensity,MeanRatio,MeanCa2+,MeanCorrFRET,MeanFRETEff,MeanTitration,Sample,DateCollected,Population,Temperature,pH
83,Frozen,3,Threshold,N/A,106,N/A,N/A,N/A,,9823.68,111.84,117.8,83.4,117.8,107.3,109.02,0.921,51.67,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
84,Frozen,3,Threshold,N/A,110,N/A,N/A,N/A,,10224,114.09,120.3,84.99,120.3,107.81,111.9,0.933,38.67,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
85,Frozen,3,Threshold,N/A,111,N/A,N/A,N/A,,10130.4,113.57,123.39,82.1,123.39,107.44,113.28,0.879,36.28,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
86,Frozen,3,Threshold,N/A,115,N/A,N/A,N/A,,10445.76,115.33,123.5,84.58,123.5,111.73,116.9,0.842,53.57,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
87,Frozen,3,Threshold,N/A,117,N/A,N/A,N/A,,10811.52,117.33,125.77,85.96,125.77,109.94,110.75,0.931,39.86,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
88,Frozen,3,Threshold,N/A,118,N/A,N/A,N/A,,10540.8,115.85,123.11,85.62,123.11,111.41,112.17,0.914,48.48,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
89,Frozen,3,Threshold,N/A,121,N/A,N/A,N/A,,10784.16,117.18,127.1,84.84,127.1,109.68,112.82,0.914,35.56,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
90,Frozen,3,Threshold,N/A,124,N/A,N/A,N/A,,9443.52,109.65,118.77,79.51,118.77,102.58,104.81,0.928,41.67,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
91,Frozen,3,Threshold,N/A,126,N/A,N/A,N/A,,10526.4,115.77,123.96,84.92,123.96,111.63,113.43,0.93,45.97,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
92,Frozen,3,Threshold,N/A,129,N/A,N/A,N/A,,10347.84,114.78,120.65,85.77,120.65,109.2,113.51,0.933,52.83,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
93,Frozen,3,Threshold,N/A,132,N/A,N/A,N/A,,9319.68,108.93,116.15,80.24,116.15,103.07,106.36,0.93,44.05,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
94,Frozen,3,Threshold,N/A,136,N/A,N/A,N/A,,11080.8,118.78,126.27,87.75,126.27,112.66,113.35,0.937,39.18,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
95,Frozen,3,Threshold,N/A,143,N/A,N/A,N/A,,10281.6,114.42,119.22,86.24,119.22,109.86,116.63,0.931,52.46,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
96,Frozen,3,Threshold,N/A,148,N/A,N/A,N/A,,10670.4,116.56,141.43,75.45,126.08,114.89,117.41,0.713,45.49,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
97,Frozen,3,Threshold,N/A,153,N/A,N/A,N/A,,9542.88,110.23,117.8,81.01,117.8,104.71,105.62,0.935,41.25,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
98,Frozen,3,Threshold,N/A,156,N/A,N/A,N/A,,10048.32,113.11,119.55,84.05,119.55,108,110.7,0.959,33.46,N/A,N/A,N/A,N/A,N/A,475,6/6/17,Fidalgo Bay,6,low
66,Frozen,4,Threshold,N/A,98,N/A,N/A,N/A,,13341.6,130.33,141.39,94.36,141.39,122.27,127.09,0.924,64.02,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
10,Frozen,1,Threshold,N/A,145,N/A,N/A,N/A,,11221.92,119.53,128.71,87.19,128.71,113.38,126.44,0.843,51.66,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
18,Frozen,2,Threshold,N/A,92,N/A,N/A,N/A,,11256.48,119.72,126.62,88.9,128.83,113.22,125.52,0.761,68.28,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
16,Frozen,2,Threshold,N/A,65,N/A,N/A,N/A,,11319.84,120.05,158.35,71.49,145.38,120.21,125.36,0.673,48.39,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
65,Frozen,4,Threshold,N/A,83,N/A,N/A,N/A,,11668.32,121.89,127.57,91.47,127.57,120.86,125.2,0.866,55.38,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
9,Frozen,1,Threshold,N/A,138,N/A,N/A,N/A,,12024,123.73,142.74,84.24,135.39,120.02,124.67,0.733,31.56,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
69,Frozen,4,Threshold,N/A,104,N/A,N/A,N/A,,11412,120.54,137.18,83.19,137.18,114.94,124.43,0.794,36.87,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
31,Frozen,2,Threshold,N/A,200,N/A,N/A,N/A,,11155.68,119.18,132.23,84.37,132.23,112.11,124.22,0.862,37.12,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
7,Frozen,1,Threshold,N/A,76,N/A,N/A,N/A,,11256.48,119.72,121.43,92.7,133.39,114.02,123.33,0.771,46.09,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
19,Frozen,2,Threshold,N/A,94,N/A,N/A,N/A,,10902.24,117.82,126.05,86.49,126.05,113.41,123.14,0.821,51.95,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
21,Frozen,2,Threshold,N/A,113,N/A,N/A,N/A,,11869.92,122.94,174.13,68.17,142.35,117.9,123.11,0.635,68.68,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
6,Frozen,1,Threshold,N/A,66,N/A,N/A,N/A,,11387.52,120.41,126.66,89.91,126.66,118.96,122.95,0.894,41.84,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
76,Frozen,4,Threshold,N/A,145,N/A,N/A,N/A,,11916,123.17,131.42,90.67,131.42,118.13,122.94,0.902,63.55,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
48,Frozen,3,Threshold,N/A,147,N/A,N/A,N/A,,11476.8,120.88,129.13,88.88,129.13,116.4,122.41,0.89,60.12,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
67,Frozen,4,Threshold,N/A,100,N/A,N/A,N/A,,11930.4,123.25,117.33,101.68,132.53,118.67,122.39,0.781,56.92,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
47,Frozen,3,Threshold,N/A,146,N/A,N/A,N/A,,11626.56,121.67,126.27,92.08,130.68,120,122.18,0.766,47.64,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
36,Frozen,3,Threshold,N/A,62,N/A,N/A,N/A,,11820.96,122.68,164.49,71.86,140.69,118.97,122.18,0.665,39.31,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
53,Frozen,3,Threshold,N/A,226,N/A,N/A,N/A,,10931.04,117.97,119.48,91.49,125.83,116.78,121.6,0.772,64.65,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
50,Frozen,3,Threshold,N/A,159,N/A,N/A,N/A,,13386.24,130.55,140.87,95.02,140.87,121.28,121.51,0.9,58.79,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
41,Frozen,3,Threshold,N/A,108,N/A,N/A,N/A,,11846.88,122.82,129.02,91.82,129.02,117.6,121.17,0.936,39.45,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
42,Frozen,3,Threshold,N/A,115,N/A,N/A,N/A,,11671.2,121.9,130.28,89.59,130.28,117.15,121.14,0.881,43.91,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
8,Frozen,1,Threshold,N/A,98,N/A,N/A,N/A,,11610.72,121.59,131.07,88.59,131.07,116.75,120.37,0.89,43.68,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
12,Frozen,1,Threshold,N/A,184,N/A,N/A,N/A,,11338.56,120.15,127.57,88.88,127.57,116.65,120.05,0.841,53.37,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
73,Frozen,4,Threshold,N/A,138,N/A,N/A,N/A,,10991.52,118.3,124.99,87.94,124.99,115.5,119.94,0.867,68.12,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
34,Frozen,3,Threshold,N/A,21,N/A,N/A,N/A,,11916,123.17,130.99,90.97,130.99,116.06,119.64,0.943,32.33,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
37,Frozen,3,Threshold,N/A,81,N/A,N/A,N/A,,11155.68,119.18,127.14,87.74,127.14,115.2,119.32,0.865,60.81,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
44,Frozen,3,Threshold,N/A,126,N/A,N/A,N/A,,12093.12,124.09,133.88,90.33,133.88,118.46,119.26,0.885,51.62,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
24,Frozen,2,Threshold,N/A,156,N/A,N/A,N/A,,10192.32,113.92,105.61,96.51,127.33,108.69,118.9,0.784,37.01,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
13,Frozen,2,Threshold,N/A,31,N/A,N/A,N/A,,11800.8,122.58,131.91,89.46,131.91,118.3,118.69,0.83,41.31,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
83,Frozen,4,Threshold,N/A,181,N/A,N/A,N/A,,10713.6,116.79,128.02,83.68,128.02,111.21,118.66,0.865,49.21,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
32,Frozen,2,Threshold,N/A,210,N/A,N/A,N/A,,11805.12,122.6,130.27,90.62,130.27,115.17,118.61,0.943,60.5,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
25,Frozen,2,Threshold,N/A,172,N/A,N/A,N/A,,11259.36,119.73,128.76,87.44,128.76,114.64,118.56,0.88,53.03,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
80,Frozen,4,Threshold,N/A,159,N/A,N/A,N/A,,11288.16,119.89,112.41,100.42,136.77,116.6,118.43,0.783,49.74,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
49,Frozen,3,Threshold,N/A,148,N/A,N/A,N/A,,11630.88,121.69,128.8,90.3,128.8,115.75,117.87,0.937,35.74,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
55,Frozen,3,Threshold,N/A,241,N/A,N/A,N/A,,11263.68,119.76,127.44,88.38,127.44,113.04,117.75,0.911,48.6,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
61,Frozen,4,Threshold,N/A,41,N/A,N/A,N/A,,11126.88,119.03,127.1,87.54,127.1,114.48,117.46,0.92,46.91,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
27,Frozen,2,Threshold,N/A,178,N/A,N/A,N/A,,11589.12,121.47,127.76,90.71,127.76,115.2,117.33,0.926,38.72,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
4,Frozen,1,Threshold,N/A,32,N/A,N/A,N/A,,11200.32,119.42,129.03,86.8,129.03,112.8,117.15,0.907,41.12,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
35,Frozen,3,Threshold,N/A,25,N/A,N/A,N/A,,11204.64,119.44,128.88,86.94,128.88,114.68,117.06,0.884,57.23,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
85,Frozen,4,Threshold,N/A,204,N/A,N/A,N/A,,11324.16,120.08,128.39,88.2,128.39,114,117.02,0.934,68.3,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
15,Frozen,2,Threshold,N/A,47,N/A,N/A,N/A,,11403.36,120.5,127.85,89.19,127.85,113.63,116.71,0.922,38.17,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
11,Frozen,1,Threshold,N/A,154,N/A,N/A,N/A,,11305.44,119.98,126.97,89.04,126.97,114.49,116.68,0.939,35.83,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
57,Frozen,3,Threshold,N/A,278,N/A,N/A,N/A,,10715.04,116.8,125.52,85.36,125.52,110.16,116.6,0.926,47.9,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
72,Frozen,4,Threshold,N/A,133,N/A,N/A,N/A,,11172.96,119.27,127.76,87.45,127.76,115.2,116.58,0.857,44.95,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
29,Frozen,2,Threshold,N/A,185,N/A,N/A,N/A,,11067.84,118.71,127.56,86.77,127.56,112.94,116.58,0.895,68.26,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
45,Frozen,3,Threshold,N/A,128,N/A,N/A,N/A,,11705.76,122.08,131.71,88.87,131.71,114.04,116.57,0.921,62.11,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
17,Frozen,2,Threshold,N/A,87,N/A,N/A,N/A,,10589.76,116.12,124.34,85.17,124.34,111.65,116.44,0.903,37.12,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
78,Frozen,4,Threshold,N/A,152,N/A,N/A,N/A,,11409.12,120.53,128.88,88.53,128.88,114.14,116.37,0.927,58.74,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
38,Frozen,3,Threshold,N/A,103,N/A,N/A,N/A,,11067.84,118.71,127.1,87.08,127.1,112.26,116.28,0.889,40.01,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
63,Frozen,4,Threshold,N/A,56,N/A,N/A,N/A,,11864.16,122.91,131.46,90.25,131.46,115.92,116.24,0.946,50.3,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
71,Frozen,4,Threshold,N/A,132,N/A,N/A,N/A,,10810.08,117.32,126.57,85.4,126.57,112.8,116.19,0.85,67.18,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
33,Frozen,2,Threshold,N/A,214,N/A,N/A,N/A,,11314.08,120.02,130.37,86.79,130.37,114.91,116.12,0.874,50.82,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
70,Frozen,4,Threshold,N/A,109,N/A,N/A,N/A,,11125.44,119.02,127.92,86.97,127.92,114.35,116.11,0.929,53.56,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
46,Frozen,3,Threshold,N/A,137,N/A,N/A,N/A,,11247.84,119.67,127.57,88.17,127.57,113.86,116.05,0.948,50.7,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
30,Frozen,2,Threshold,N/A,186,N/A,N/A,N/A,,11138.4,119.09,124.65,89.35,124.65,115.16,115.76,0.886,36.32,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
64,Frozen,4,Threshold,N/A,58,N/A,N/A,N/A,,11160,119.2,126.05,88.54,126.05,113,115.72,0.934,41.69,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
3,Frozen,1,Threshold,N/A,26,N/A,N/A,N/A,,11520,121.11,129.61,88.89,129.61,114.15,115.46,0.919,46.55,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
39,Frozen,3,Threshold,N/A,104,N/A,N/A,N/A,,11622.24,121.65,130.71,88.92,130.71,113.63,115.39,0.911,34.85,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
26,Frozen,2,Threshold,N/A,175,N/A,N/A,N/A,,11020.32,118.45,126.67,87,126.67,112.42,115.34,0.944,50.98,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
60,Frozen,4,Threshold,N/A,22,N/A,N/A,N/A,,11221.92,119.53,127.11,88.29,127.11,112.79,115.26,0.92,62.8,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
28,Frozen,2,Threshold,N/A,183,N/A,N/A,N/A,,10978.56,118.23,125.93,87.18,125.93,112.42,115.21,0.928,36.3,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
54,Frozen,3,Threshold,N/A,229,N/A,N/A,N/A,,10949.76,118.07,125.36,87.35,125.36,112.8,115.13,0.956,50.01,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
52,Frozen,3,Threshold,N/A,217,N/A,N/A,N/A,,11399.04,120.47,129.28,88.17,129.28,114.12,115.06,0.923,40.36,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
68,Frozen,4,Threshold,N/A,102,N/A,N/A,N/A,,11496.96,120.99,128.1,89.75,128.1,114.64,115.06,0.94,51.27,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
59,Frozen,4,Threshold,N/A,19,N/A,N/A,N/A,,11501.28,121.01,134.63,85.43,134.63,114.7,114.95,0.867,47.04,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
77,Frozen,4,Threshold,N/A,147,N/A,N/A,N/A,,11001.6,118.35,124.71,88.22,124.71,114.19,114.91,0.924,74.93,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
56,Frozen,3,Threshold,N/A,255,N/A,N/A,N/A,,11092.32,118.84,125.5,88.39,125.5,113.52,114.87,0.915,53.47,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
2,Frozen,1,Threshold,N/A,19,N/A,N/A,N/A,,11175.84,119.29,127.1,87.93,127.1,111.6,114.81,0.94,67.89,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
62,Frozen,4,Threshold,N/A,50,N/A,N/A,N/A,,11167.2,119.24,125.68,88.85,125.68,114.05,114.76,0.93,57.86,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
58,Frozen,4,Threshold,N/A,8,N/A,N/A,N/A,,11220.48,119.53,129.51,86.64,129.51,113.74,114.23,0.901,42.69,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
5,Frozen,1,Threshold,N/A,33,N/A,N/A,N/A,,10686.24,116.65,123.96,86.21,123.96,111.8,114.23,0.928,47.06,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
79,Frozen,4,Threshold,N/A,154,N/A,N/A,N/A,,9983.52,112.74,117.29,85.12,117.29,110.4,114.21,0.938,40.63,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
20,Frozen,2,Threshold,N/A,95,N/A,N/A,N/A,,10739.52,116.94,123.69,86.83,123.69,111.23,113.85,0.796,52.5,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
84,Frozen,4,Threshold,N/A,201,N/A,N/A,N/A,,11242.08,119.64,127.11,88.45,127.11,112.8,113.72,0.942,50.68,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
22,Frozen,2,Threshold,N/A,139,N/A,N/A,N/A,,10715.04,116.8,125.33,85.49,125.33,111.27,113.35,0.869,46.68,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
51,Frozen,3,Threshold,N/A,192,N/A,N/A,N/A,,10385.28,114.99,122.34,84.89,122.34,110.79,113.34,0.915,54.39,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
43,Frozen,3,Threshold,N/A,116,N/A,N/A,N/A,,11014.56,118.42,126.46,87.1,126.46,112.17,113.2,0.935,57.58,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
40,Frozen,3,Threshold,N/A,105,N/A,N/A,N/A,,11197.44,119.4,151.15,74.08,134.74,112.97,113.1,0.693,49.34,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
14,Frozen,2,Threshold,N/A,46,N/A,N/A,N/A,,11066.4,118.7,125.5,88.18,125.5,112.78,113.03,0.939,48.18,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
75,Frozen,4,Threshold,N/A,142,N/A,N/A,N/A,,10804.32,117.29,125.77,85.9,125.77,110.99,112.08,0.9,51.18,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
23,Frozen,2,Threshold,N/A,154,N/A,N/A,N/A,,10931.04,117.97,126.68,86.29,126.68,110.64,111.86,0.93,46.87,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
74,Frozen,4,Threshold,N/A,140,N/A,N/A,N/A,,10913.76,117.88,133.84,81.54,133.84,110.66,111.39,0.853,43.99,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
82,Frozen,4,Threshold,N/A,178,N/A,N/A,N/A,,10501.92,115.64,123.43,85.09,123.43,109.66,110.92,0.925,38.01,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
81,Frozen,4,Threshold,N/A,166,N/A,N/A,N/A,,10357.92,114.84,125.21,82.72,125.21,108.76,109.13,0.925,50.66,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
1,Frozen,1,Threshold,N/A,2,N/A,N/A,N/A,,9305.28,108.85,116.62,79.79,116.62,104.08,104.36,0.926,35.86,N/A,N/A,N/A,N/A,N/A,441,5/25/17,Fidalgo Bay,10,ambient
59,Frozen,5,Threshold,N/A,288,N/A,N/A,N/A,,9073.44,107.48,117.35,77.32,117.35,100.02,102.87,0.922,68.04,N/A,N/A,N/A,N/A,N/A,481,5/20/17,Oyster Bay C1,10,ambient
31,Frozen,3,Threshold,N/A,164,N/A,N/A,N/A,,10199.52,113.96,154.98,65.81,135.94,103.2,106.25,0.657,32.15,N/A,N/A,N/A,N/A,N/A,481,5/20/17,Oyster Bay C1,10,ambient
10,Frozen,1,Threshold,N/A,238,N/A,N/A,N/A,,9603.36,110.58,116.95,82.11,116.95,105.27,107.72,0.91,35.89,N/A,N/A,N/A,N/A,N/A,481,5/20/17,Oyster Bay C1,10,ambient
35,Frozen,3,Threshold,N/A,309,N/A,N/A,N/A,,10288.8,114.46,137.32,74.93,133.57,106.73,108.33,0.718,58.33,N/A,N/A,N/A,N/A,N/A,481,5/20/17,Oyster Bay C1,10,ambient
69,Frozen,6,Threshold,N/A,118,N/A,N/A,N/A,,9282.24,108.71,116.12,79.94,116.12,103.12,108.41,0.942,30.79,N/A,N/A,N/A,N/A,N/A,481,5/20/17,Oyster Bay C1,10,ambient
43,Frozen,4,Threshold,N/A,231,N/A,N/A,N/A,,10270.08,114.35,122.02,84.17,122.02,107,108.56,0.933,41.29,N/A,N/A,N/A,N/A,N/A,481,5/20/17,Oyster Bay C1,10,ambient
67,Frozen,6,Threshold,N/A,73,N/A,N/A,N/A,,9587.52,110.49,125.58,76.35,119.61,104.72,108.65,0.739,48.28,N/A,N/A,N/A,N/A,N/A,481,5/20/17,Oyster Bay C1,10,ambient
73,Frozen,6,Threshold,N/A,151,N/A,N/A,N/A,,9721.44,111.26,120.91,80.4,120.91,106.6,109.09,0.914,35.14,N/A,N/A,N/A,N/A,N/A,481,5/20/17,Oyster Bay C1,10,ambient
22,Frozen,2,Threshold,N/A,391,N/A,N/A,N/A,,10153.44,113.7,121.01,83.91,121.01,106.97,109.16,0.907,36.64,N/A,N/A,N/A,N/A,N/A,481,5/20/17,Oyster Bay C1,10,ambient
27,Frozen,3,Threshold,N/A,16,N/A,N/A,N/A,,10817.28,117.36,161.11,67.14,143.81,108.02,109.22,0.652,43.76,N/A,N/A,N/A,N/A,N/A,481,5/20/17,Oyster Bay C1,10,ambient
71,Frozen,6,Threshold,N/A,126,N/A,N/A,N/A,,10510.56,115.68,124.33,84.54,124.33,109.04,109.63,0.93,41.7,N/A,N/A,N/A,N/A,N/A,481,5/20/17,Oyster Bay C1,10,ambient
48,Frozen,4,Threshold,N/A,285,N/A,N/A,N/A,,9879.84,112.16,120.76,81.82,120.76,106.47,109.8,0.923,50.37,N/A,N/A,N/A,N/A,N/A,481,5/20/17,Oyster Bay C1,10,ambient
65,Frozen,6,Threshold,N/A,9,N/A,N/A,N/A,,10550.88,115.9,129.06,81.75,129.06,109.66,109.83,0.855,39.08,N/A,N/A,N/A,N/A,N/A,481,5/20/17,Oyster Bay C1,10,ambient
3,Frozen,1,Threshold,N/A,54,N/A,N/A,N/A,,10330.56,114.69,123.11,83.91,123.11,108.64,110.3,0.923,30.1,N/A,N/A,N/A,N/A,N/A,481,5/20/17,Oyster Bay C1,10,ambient
46,Frozen,4,Threshold,N/A,245,N/A,N/A,N/A,,10228.32,114.12,122.77,83.32,122.77,106.95,110.78,0.916,39.67,N/A,N/A,N/A,N/A,N/A,481,5/20/17,Oyster Bay C1,10,ambient
19,Frozen,2,Threshold,N/A,273,N/A,N/A,N/A,,10419.84,115.18,122.21,85.26,122.21,108.59,110.94,0.906,33.9,N/A,N/A,N/A,N/A,N/A,481,5/20/17,Oyster Bay C1,10,ambient
42,Frozen,4,Threshold,N/A,220,N/A,N/A,N/A,,10074.24,113.26,112.84,89.28,123.44,108.11,111.2,0.775,39.83,N/A,N/A,N/A,N/A,N/A,481,5/20/17,Oyster Bay C1,10,ambient
38,Frozen,3,Threshold,N/A,347,N/A,N/A,N/A,,10274.4,114.38,105.21,97.65,128.95,107.97,111.31,0.784,43.33,N/A,N/A,N/A,N/A,N/A,481,5/20/17,Oyster Bay C1,10,ambient
81,Frozen,6,Threshold,N/A,223,N/A,N/A,N/A,,10784.16,117.18,125.94,85.63,125.94,110.72,111.67,0.908,30.18,N/A,N/A,N/A,N/A,N/A,481,5/20/17,Oyster Bay C1,10,ambient
52,Frozen,5,Threshold,N/A,22,N/A,N/A,N/A,,10188,113.89,122.7,83.03,122.7,106.84,111.89,0.943,32.07,N/A,N/A,N/A,N/A,N/A,481,5/20/17,Oyster Bay C1,10,ambient
